,recommendationid,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,steamid,num_games_owned,num_reviews,playtime_forever,playtime_last_two_weeks,playtime_at_review,last_played,appids
136,116697099,english,"Godzilla 2 (yes they even admit it in the game!) and a bunch of decent original humor things with a couple of inside jokes (memes) thrown in for good measure. Very pleasant. And I love the sketchy 2d animation of the kaiju. They're hand drawn and a full good rate drawing FPS animation. (seriously they're really fun to watch)

Lots of potential when you play too cause you can upgrade units, get turn bonus cards.. even a local vs multiplayer with one person playing the kaiju! It's really well made.

EDIT: I tested the local multiplayer versus... it's actually very limiting to the second player (Kaiju player) So I can't recommend that mode. Think of it like the second player only gets to pick when there's a choice for the kaiju to do something. It's not a free roaming tactical versus thing for them while player 1 gets the free roaming. Maybe later on at the later levels maybe? or if someone makes a more multiplayer friendly custom map?


Note: this  more plays like a puzzle game in a lot of ways rather than an advance wars style game",1654727186,1654914579,True,2,0,0.530201315879821777,0,True,False,False,76561198032121256,514,33,523,61,461,1654926885,1508400.0
137,117139673,english,"This game is amazing! It takes everything I loved about the old NES Godzilla 2 and improves on it tenfold. The game play is fun and challenging (especially after you progress in the game far enough) and the story consistently challenges me (to the point of frustration some times which kudos since not many games can do that to me and still make me want to play XD)

I HIGHLY recommend this game even at full price! If you are a fan of Kaiju it is even MORE fun. I hope this sells amazingly so we get some dlc. Would love to see some crossovers with kaiju franchises!

---{ Graphics }---
☐ You forget what reality is
☐ Beautiful
☐ Good
☑ Decent (fits the game its emulating though QUITE well)
☐ Bad
☐ Don‘t look too long at it
☐ MS-DOS

---{ Gameplay }---
☑ Very good
☐ Good
☐ It's just gameplay
☐ Mehh
☐ Watch paint dry instead
☐ Just don't

---{ Audio }---
☐ Eargasm
☐ Very good
☑ Good
☐ Not too bad
☐ Bad
☐ I'm now deaf

---{ Audience }---
☑ Kids
☑ Teens
☑ Adults
☐ Grandma

---{ PC Requirements }---
☐ Check if you can run paint
☑ Potato
☐ Decent
☐ Fast
☐ Rich boi
☐ Ask NASA if they have a spare computer

---{ Difficulty }---
☐ Just press 'W'
☐ Easy
☑ Easy to learn / Hard to master (some fights can be downright TOUGH)
☐ Significant brain usage
☐ Difficult
☐ Dark Souls

---{ Grind }---
☐ Nothing to grind
☑ Only if u care about leaderboards/ranks or want all the medals
☐ Isn't necessary to progress
☐ Average grind level
☐ Too much grind
☐ You'll need a second live for grinding

---{ Story }---
☐ No Story
☑ Some lore
☐ Average
☐ Good
☐ Lovely
☐ It'll replace your life

---{ Game Time }---
☐ Long enough for a cup of coffee
☐ Short
☐ Average
☑ Long
☐ To infinity and beyond

---{ Price }---
☐ It's free!
☑ Worth the price
☐ If it's on sale
☐ If u have some spare money left
☐ Not recommended
☐ You could also just burn your money

---{ Bugs }---
☐ Never heard of
☑ Minor bugs (can lag some times)
☐ Can get annoying
☐ ARK: Survival Evolved
☐ The game itself is a big terrarium for bugs

---{ ? / 10 }---
☐ 1
☐ 2
☐ 3
☐ 4
☐ 5
☐ 6
☐ 7
☐ 8
☑ 9
☐ 10",1655490983,1655491171,True,2,0,0.5,0,True,False,False,76561198028240965,159,9,4527,4527,3011,1655935467,1508400.0
138,116701708,english,contains a full remake of the NES Godzilla 2 game,1654736625,1654736625,True,6,0,0.587134599685668945,0,True,False,False,76561198036054515,1249,66,156,59,39,1655174349,1508400.0
139,116427005,english,"Overall, this game is just okay. I love the style of this game and the music, it's a really polished and pleasant experience. However, the core core game play loop is just not very fun - and I love stratergy games like Into the Breach and Final Fantasy Tactics. 

Each battle takes way too long, and play out in the exact same way time after time. There's just not that much strategic depth to the game play in my opinion. Once you've gone through the first few levels, you've seen all the game has to offer strategically. Honestly, I think the constraint of unstoppable monsters really destroys the agency of the player. I don't think I'll be completing the rest of the game, since it feels stale after a few hours.",1654268989,1654268989,False,7,1,0.562576591968536377,0,True,False,False,76561198280624266,51,3,180,0,180,1654266231,1508400.0
140,116485582,english,"Not really my pace, but I'm still recommending it because there's nothing actually wrong with Kaiju Wars.

The visuals are charming and the music is pretty nice. If you like the idea of slowly building up resources to fight powerful kaiju, then check this game out when it's on sale.

However, despite no true flaws, I felt the pacing of the game to be too slow for my liking. The economy system feels like it makes things too gradual. When a kaiju is attacking your city, it seems odd to start building tanks and planes at that point. The military should be ready to go and not need to wait for individual dollars from the economy phase. I get that this is a usual trait of many strategy games, however, I feel like the money and unit deployment systems could have been streamlined a bit to make the game feel more exciting.

With that said, if you like slow-paced strategy games, then give this one a shot. The animations are all pretty nice and the gameplay is solid. I didn't care much for the dialogue or characters, but you might! Not a bad game at all, so kaiju fans may want to check this one out.",1654367875,1654367875,True,3,0,0.534240961074829102,0,True,False,False,76561198117861731,99,35,124,0,124,1654300098,1508400.0
141,117076915,english,"Very enjoyable strategy/puzzle game with a pleasing old-school aesthetic to the graphics with its colour selection.

And of course it goes heavy in its love for the classic giant monster genre with its flavour displayed in every detail, particularly if you look at the background of the main menu area (Little tip, you can turn left and right in said area using the A and D keys, only found out out awhile into my playtime).

The plot and its cast is more for humour and to function as a framework for the game (which could otherwise just be a string of challenge stages with a simple text blurb at the start) but is rather decent & does its job in bringing amusement.",1655392564,1655392564,True,2,0,0.532163739204406738,0,True,False,False,76561198101122957,970,20,3079,2320,2828,1655555863,1508400.0
142,116697099,english,"Godzilla 2 (yes they even admit it in the game!) and a bunch of decent original humor things with a couple of inside jokes (memes) thrown in for good measure. Very pleasant. And I love the sketchy 2d animation of the kaiju. They're hand drawn and a full good rate drawing FPS animation. (seriously they're really fun to watch)

Lots of potential when you play too cause you can upgrade units, get turn bonus cards.. even a local vs multiplayer with one person playing the kaiju! It's really well made.

EDIT: I tested the local multiplayer versus... it's actually very limiting to the second player (Kaiju player) So I can't recommend that mode. Think of it like the second player only gets to pick when there's a choice for the kaiju to do something. It's not a free roaming tactical versus thing for them while player 1 gets the free roaming. Maybe later on at the later levels maybe? or if someone makes a more multiplayer friendly custom map?


Note: this  more plays like a puzzle game in a lot of ways rather than an advance wars style game",1654727186,1654914579,True,2,0,0.530201315879821777,0,True,False,False,76561198032121256,514,33,523,61,461,1654926885,1508400.0
143,117139673,english,"This game is amazing! It takes everything I loved about the old NES Godzilla 2 and improves on it tenfold. The game play is fun and challenging (especially after you progress in the game far enough) and the story consistently challenges me (to the point of frustration some times which kudos since not many games can do that to me and still make me want to play XD)

I HIGHLY recommend this game even at full price! If you are a fan of Kaiju it is even MORE fun. I hope this sells amazingly so we get some dlc. Would love to see some crossovers with kaiju franchises!

---{ Graphics }---
☐ You forget what reality is
☐ Beautiful
☐ Good
☑ Decent (fits the game its emulating though QUITE well)
☐ Bad
☐ Don‘t look too long at it
☐ MS-DOS

---{ Gameplay }---
☑ Very good
☐ Good
☐ It's just gameplay
☐ Mehh
☐ Watch paint dry instead
☐ Just don't

---{ Audio }---
☐ Eargasm
☐ Very good
☑ Good
☐ Not too bad
☐ Bad
☐ I'm now deaf

---{ Audience }---
☑ Kids
☑ Teens
☑ Adults
☐ Grandma

---{ PC Requirements }---
☐ Check if you can run paint
☑ Potato
☐ Decent
☐ Fast
☐ Rich boi
☐ Ask NASA if they have a spare computer

---{ Difficulty }---
☐ Just press 'W'
☐ Easy
☑ Easy to learn / Hard to master (some fights can be downright TOUGH)
☐ Significant brain usage
☐ Difficult
☐ Dark Souls

---{ Grind }---
☐ Nothing to grind
☑ Only if u care about leaderboards/ranks or want all the medals
☐ Isn't necessary to progress
☐ Average grind level
☐ Too much grind
☐ You'll need a second live for grinding

---{ Story }---
☐ No Story
☑ Some lore
☐ Average
☐ Good
☐ Lovely
☐ It'll replace your life

---{ Game Time }---
☐ Long enough for a cup of coffee
☐ Short
☐ Average
☑ Long
☐ To infinity and beyond

---{ Price }---
☐ It's free!
☑ Worth the price
☐ If it's on sale
☐ If u have some spare money left
☐ Not recommended
☐ You could also just burn your money

---{ Bugs }---
☐ Never heard of
☑ Minor bugs (can lag some times)
☐ Can get annoying
☐ ARK: Survival Evolved
☐ The game itself is a big terrarium for bugs

---{ ? / 10 }---
☐ 1
☐ 2
☐ 3
☐ 4
☐ 5
☐ 6
☐ 7
☐ 8
☑ 9
☐ 10",1655490983,1655491171,True,2,0,0.5,0,True,False,False,76561198028240965,159,9,4527,4527,3011,1655935467,1508400.0
144,116024196,english,"Nice little horror game with about 60 to 90 minutes of exploration, but I was hoping for more of that signature Octavi Navarro twist - I think in the end the story didn't have much to offer. I mostly follow this developer for his pixel art and occasionally unique story, and the visuals are probably the best part of this game, at least compared to most horror games that are too dark and don't have enough unique objects. Well, there is a monster chasing you, she actually looks creepy considering its colorful pixel art, maybe a little uncomfortable to be around. You can pick from 3 different characters that have unique perks, but when one of them dies, you keep the progress like the keys and coins. As far as I can tell the game is timed, there is a mechanic which makes the monster more likely to find you, so you kinda have to plan ahead and use your consumables at the right time. Overall, not too difficult if you are patient and pay attention to the mechanics, one thing I didn't like is that I couldn't tell exactly when the monster stopped camping the closet.",1653544331,1653544331,True,13,0,0.693834543228149414,0,True,False,False,76561197995669628,1399,395,114,0,108,1653590301,1838340.0
145,116075821,english,"Loved it! Every game by this developer is a pleasure to play. Uninvited was a huge divergence from the usual fare by Octavi Navarro, who usually makes retro style point and click games. I enjoyed the first person perspective while keeping the retro aesthetic. The game itself was challenging but too much so and was able to complete it after a few attempts. There is also a ton of easter eggs and nods to other games and such which is always nice to see. Even if most of the time it gets glazed over in the panic of playing the game. Overall I recommend the game. But don't take my word for it, play it yourself. And for 6-7 bucks that's easy to do!",1653636346,1653636346,True,4,0,0.584212124347686768,0,True,False,False,76561198042474800,563,24,75,0,75,1653635688,1838340.0
146,116022110,english,"First, I will say that there are several aspects about this game that I really do like.  The need to go quickly to find all of the cards required, versus not getting caught by the ""ghost"" does create a good amount of tension.  It reminds me of a lot of elements from the game The Horror of Salazar House, which I think the developers took some inspiration from, which is a good thing in my book.

The 3 different characters to choose from do add some element of strategy to the game, as based on their various traits, how you go about doing things first going in the house might differ.  It adds a little bit to the game's replay-ability, as you will probably need to play through the game several times just to both get an understanding of the game, and get familiarized with everything.

Also, I love the style and the sound in the game, as well as the cut-scenes, are very well done, and look very nice, setting up the atmosphere well.

That being said, a few areas where I think the game can be improved would be:

- Tweaking the ""ghost"" a bit, to be able to understand better where she is, in relation to your character, is needed.  While you can turn your character in-game to get some clue from the audio of the ghost as to where she might be, a lot of times, it just felt like she was either constantly near me, or very far away.  This makes the hiding element of the game feel a little unhelpful, as you can't easily determine when hiding, where the ghost while doing so.  Multiple times, I would hide, listen for any sound I could, only get out of my hiding spot just to have the ""ghost"" be right there still in the room.

Also while I think they did a good job on the audio, a little more variety in sounds the ghost makes would be nice, and give a bit more tension while playing.  After hearing the ghost do nothing but basically sing throughout my several playthroughs, it got a little old to hear, and brought down the scare factor just a bit.

- I'm not sure how much a person would play the game once they beat it.  Now to be fair, I haven't beaten the game yet, but as of right now, I don't see much else that would give you much reason to come back to it after you've finished it, other than maybe trying to beat it with a certain character, or to try and not have any characters fail at all, etc..  Overall though, for the price right now, I'm not sure it will give it's value back, playtime-wise, for a lot of people.  It feels more like a game that should be more like $4-5 tops at the moment.

- The different story items you can find throughout the house, should be in a place you can go back and look at them from the main menu.  I don't know if the characters' ""sweat level"" keeps going up while viewing these various story items in-game, but the way the game plays, I didn't ever really stop to pay too much attention to them, fearing I was needing to move quickly.  A little gallery in the main menu, maybe after completing the game, or just after finding each story item, would be nice for people to get a better idea of the background story, without needing to feel rushed to read each of these items during your in-game playthrough.

- Changing the set locations where key items you need to find, to instead be more randomized each game, would be nice.  Again, if the purpose of the game is to be more of a game that you play until you beat, thus being more of a limited but fun short game experience...then not randomizing the location of certain items, like a key, is fine.  

But again, the price point makes me feel that it should cost a little less than $7 if that's the case, as once you get the gist of the game, with a little practice, you should be able to get through it consistently I feel, without too much difficulty (but again, I haven't beaten the game yet so maybe there's more replayability to it that I haven't gotten to see yet?)

- Finally, and this is just my own personal small gripe...the x-ray specs you buy from the merchant, either don't seem to help much, or I just am not very attuned as to what I am supposed to look for, or see, while using them.  Occasionally, I'd see items through various searchable areas with them, but most of the time, I couldn't really tell when something searchable contained anything.  Even if I could, I couldn't make out what exactly that thing was.  Again, this could be just me, and maybe they aren't supposed to be too powerful, as that would possibly make things too easy, but I think the x-ray specs, and what they show to help save you time searching through everything, need a little bit of work to make them of any real help.

Overall, I am enjoying playing through the game, and have had fun, but I worry how much I'll be compelled to play it ever again after it's beaten.  The developers clearly did a great job with the visuals and sound, and you can see the love for making their game is there... I just worry that it may be priced too high right now, for the amount of gameplay you actually get, to warrant a purchase for most people.



",1653539529,1653539529,True,2,0,0.541960239410400391,0,True,False,False,76561198090321248,26,8,74,0,74,1653535996,1838340.0
147,116100372,english,"https://youtu.be/2n_xP5PWwhA
I think this game is fantastic. The story and art style are awesome plus it has some great horror elements. I think it is for sure worth playing. I did have two issues with it though. The first is that it's kinda hard to tell where the ghost is and when you hide you can't hear at all if she has left or not. The other issue was a game breaking bug that kept happening in the upstairs bathroom. Every time the ghost came in while I was in there I would get stuck and unable to leave or do anything. Other than that I loved it. If you want to see some game play you can check out my play through above.",1653677063,1653677063,True,1,0,0.525862038135528564,0,True,False,False,76561198108478913,73,193,47,0,47,1653584481,1838340.0
148,116312380,english,"[h1] Game Details [/h1]
[list]
	[*]   [b] Game Name: [/b] Uninvited
	[*]   [b] Game Release: [/b] 2022
	[*]   [b] Genre Tags: [/b] Horror, Indie, Dark, Mystery, Singleplayer
	[*]   [b] Estimated Playtime: [/b] 1+ Hours
	[*]   [b] Personal Rating: [/b] 8/10
[/list]

[h1] Review [/h1]
[b] Summary - [/b] Uninvited is about three kids who are trying to find 13 zombie cards from one of their brothers who hid them in this mysterious house. Little did the kids know, A dark presence lives in the home. The further you get into the house, the more you will uncover and learn the dark past of the home.

[b] Story - [/b] The Story in Uninvited is actually really interesting and engaging. You wander into this mysterious house and you learn the history of the occupants who lived here. It’s a pretty tragic story and is really well put together. It has a dark story and gives me some Monster House vibes which is also a plus. A really unique story and pretty refreshing for a horror indie game.

[b] Gameplay - [/b] The gameplay is pretty good. You have three playable characters with different traits that can make it easier or harder. You have only three lives to complete the game so if one of the playable characters die, you have to switch to one of the other characters. It’s a pretty cool mechanic on how they do it to be honest. You can buy some items to help you make it just a tad easier which is a cool mechanic as well, even though it kinda doesn’t make sense. I find it kinda silly that you have a deadly spirit in the house but hey, let me feed it some chocolate so it will leave me alone for a short while. Or use body spray to stop you from sweating so the ghost can't track you. It’s pretty comedic in a way, but I guess we can mark it off as unique. The hiding mechanic is pretty bad in my opinion. You have no idea if the ghost is nearby or not as you can only hear your heartbeat. Now if the ghost is right up your rear end before entering the closet, you can hear it knock and breathe so once you only hear your heartbeat, you are free to get out of the closet. I’m not a fan of how they did the hiding mechanic. Like if the ghost saw you enter the closet, you would think it would just open it and grab you. But hey, only if you have a high sweat meter you have a risk of that happening. Probably my only complaint about this game.

[b] Graphics - [/b] I love the graphics for this game. It's a very unique 2.5D kinda style. It truly gives you this Indie horror vibe to it and looks pretty scary. The lighting from your light source is good. The image is sharp and easy to see the environment. Honestly the art style drew me in to buying this and was not disappointed at all.

[h1] Pros: [/h1]
[list]
	[*] Unique graphics
	[*] Great short story
	[*] Awesome environmental storytelling
	[*] Cheap but replayable horror game
	[*] Good mechanics
[/list]

[h1] Cons: [/h1]
[list]
	[*] Not super scary
	[*] Hiding mechanic is not the best
	[*] Wish it was a little longer
[/list]
[url=https://store.steampowered.com/app/1838340/Uninvited/] Buy Uninvited Here! [/url]",1654044073,1654044073,True,1,0,0.523809552192687988,0,True,False,False,76561198144696359,124,43,141,0,141,1654041879,1838340.0
149,116133256,english,"This is a very scary game.

Will I be able to finish it? Probably not. I'm too scared.

",1653735895,1653735895,True,2,3,0.52173912525177002,0,True,False,False,76561198082529663,260,21,46,0,43,1654034209,1838340.0
150,116024196,english,"Nice little horror game with about 60 to 90 minutes of exploration, but I was hoping for more of that signature Octavi Navarro twist - I think in the end the story didn't have much to offer. I mostly follow this developer for his pixel art and occasionally unique story, and the visuals are probably the best part of this game, at least compared to most horror games that are too dark and don't have enough unique objects. Well, there is a monster chasing you, she actually looks creepy considering its colorful pixel art, maybe a little uncomfortable to be around. You can pick from 3 different characters that have unique perks, but when one of them dies, you keep the progress like the keys and coins. As far as I can tell the game is timed, there is a mechanic which makes the monster more likely to find you, so you kinda have to plan ahead and use your consumables at the right time. Overall, not too difficult if you are patient and pay attention to the mechanics, one thing I didn't like is that I couldn't tell exactly when the monster stopped camping the closet.",1653544331,1653544331,True,13,0,0.693834543228149414,0,True,False,False,76561197995669628,1399,395,114,0,108,1653590301,1838340.0
151,116075821,english,"Loved it! Every game by this developer is a pleasure to play. Uninvited was a huge divergence from the usual fare by Octavi Navarro, who usually makes retro style point and click games. I enjoyed the first person perspective while keeping the retro aesthetic. The game itself was challenging but too much so and was able to complete it after a few attempts. There is also a ton of easter eggs and nods to other games and such which is always nice to see. Even if most of the time it gets glazed over in the panic of playing the game. Overall I recommend the game. But don't take my word for it, play it yourself. And for 6-7 bucks that's easy to do!",1653636346,1653636346,True,4,0,0.584212124347686768,0,True,False,False,76561198042474800,563,24,75,0,75,1653635688,1838340.0
152,116022110,english,"First, I will say that there are several aspects about this game that I really do like.  The need to go quickly to find all of the cards required, versus not getting caught by the ""ghost"" does create a good amount of tension.  It reminds me of a lot of elements from the game The Horror of Salazar House, which I think the developers took some inspiration from, which is a good thing in my book.

The 3 different characters to choose from do add some element of strategy to the game, as based on their various traits, how you go about doing things first going in the house might differ.  It adds a little bit to the game's replay-ability, as you will probably need to play through the game several times just to both get an understanding of the game, and get familiarized with everything.

Also, I love the style and the sound in the game, as well as the cut-scenes, are very well done, and look very nice, setting up the atmosphere well.

That being said, a few areas where I think the game can be improved would be:

- Tweaking the ""ghost"" a bit, to be able to understand better where she is, in relation to your character, is needed.  While you can turn your character in-game to get some clue from the audio of the ghost as to where she might be, a lot of times, it just felt like she was either constantly near me, or very far away.  This makes the hiding element of the game feel a little unhelpful, as you can't easily determine when hiding, where the ghost while doing so.  Multiple times, I would hide, listen for any sound I could, only get out of my hiding spot just to have the ""ghost"" be right there still in the room.

Also while I think they did a good job on the audio, a little more variety in sounds the ghost makes would be nice, and give a bit more tension while playing.  After hearing the ghost do nothing but basically sing throughout my several playthroughs, it got a little old to hear, and brought down the scare factor just a bit.

- I'm not sure how much a person would play the game once they beat it.  Now to be fair, I haven't beaten the game yet, but as of right now, I don't see much else that would give you much reason to come back to it after you've finished it, other than maybe trying to beat it with a certain character, or to try and not have any characters fail at all, etc..  Overall though, for the price right now, I'm not sure it will give it's value back, playtime-wise, for a lot of people.  It feels more like a game that should be more like $4-5 tops at the moment.

- The different story items you can find throughout the house, should be in a place you can go back and look at them from the main menu.  I don't know if the characters' ""sweat level"" keeps going up while viewing these various story items in-game, but the way the game plays, I didn't ever really stop to pay too much attention to them, fearing I was needing to move quickly.  A little gallery in the main menu, maybe after completing the game, or just after finding each story item, would be nice for people to get a better idea of the background story, without needing to feel rushed to read each of these items during your in-game playthrough.

- Changing the set locations where key items you need to find, to instead be more randomized each game, would be nice.  Again, if the purpose of the game is to be more of a game that you play until you beat, thus being more of a limited but fun short game experience...then not randomizing the location of certain items, like a key, is fine.  

But again, the price point makes me feel that it should cost a little less than $7 if that's the case, as once you get the gist of the game, with a little practice, you should be able to get through it consistently I feel, without too much difficulty (but again, I haven't beaten the game yet so maybe there's more replayability to it that I haven't gotten to see yet?)

- Finally, and this is just my own personal small gripe...the x-ray specs you buy from the merchant, either don't seem to help much, or I just am not very attuned as to what I am supposed to look for, or see, while using them.  Occasionally, I'd see items through various searchable areas with them, but most of the time, I couldn't really tell when something searchable contained anything.  Even if I could, I couldn't make out what exactly that thing was.  Again, this could be just me, and maybe they aren't supposed to be too powerful, as that would possibly make things too easy, but I think the x-ray specs, and what they show to help save you time searching through everything, need a little bit of work to make them of any real help.

Overall, I am enjoying playing through the game, and have had fun, but I worry how much I'll be compelled to play it ever again after it's beaten.  The developers clearly did a great job with the visuals and sound, and you can see the love for making their game is there... I just worry that it may be priced too high right now, for the amount of gameplay you actually get, to warrant a purchase for most people.



",1653539529,1653539529,True,2,0,0.541960239410400391,0,True,False,False,76561198090321248,26,8,74,0,74,1653535996,1838340.0
153,116100372,english,"https://youtu.be/2n_xP5PWwhA
I think this game is fantastic. The story and art style are awesome plus it has some great horror elements. I think it is for sure worth playing. I did have two issues with it though. The first is that it's kinda hard to tell where the ghost is and when you hide you can't hear at all if she has left or not. The other issue was a game breaking bug that kept happening in the upstairs bathroom. Every time the ghost came in while I was in there I would get stuck and unable to leave or do anything. Other than that I loved it. If you want to see some game play you can check out my play through above.",1653677063,1653677063,True,1,0,0.525862038135528564,0,True,False,False,76561198108478913,73,193,47,0,47,1653584481,1838340.0
154,116312380,english,"[h1] Game Details [/h1]
[list]
	[*]   [b] Game Name: [/b] Uninvited
	[*]   [b] Game Release: [/b] 2022
	[*]   [b] Genre Tags: [/b] Horror, Indie, Dark, Mystery, Singleplayer
	[*]   [b] Estimated Playtime: [/b] 1+ Hours
	[*]   [b] Personal Rating: [/b] 8/10
[/list]

[h1] Review [/h1]
[b] Summary - [/b] Uninvited is about three kids who are trying to find 13 zombie cards from one of their brothers who hid them in this mysterious house. Little did the kids know, A dark presence lives in the home. The further you get into the house, the more you will uncover and learn the dark past of the home.

[b] Story - [/b] The Story in Uninvited is actually really interesting and engaging. You wander into this mysterious house and you learn the history of the occupants who lived here. It’s a pretty tragic story and is really well put together. It has a dark story and gives me some Monster House vibes which is also a plus. A really unique story and pretty refreshing for a horror indie game.

[b] Gameplay - [/b] The gameplay is pretty good. You have three playable characters with different traits that can make it easier or harder. You have only three lives to complete the game so if one of the playable characters die, you have to switch to one of the other characters. It’s a pretty cool mechanic on how they do it to be honest. You can buy some items to help you make it just a tad easier which is a cool mechanic as well, even though it kinda doesn’t make sense. I find it kinda silly that you have a deadly spirit in the house but hey, let me feed it some chocolate so it will leave me alone for a short while. Or use body spray to stop you from sweating so the ghost can't track you. It’s pretty comedic in a way, but I guess we can mark it off as unique. The hiding mechanic is pretty bad in my opinion. You have no idea if the ghost is nearby or not as you can only hear your heartbeat. Now if the ghost is right up your rear end before entering the closet, you can hear it knock and breathe so once you only hear your heartbeat, you are free to get out of the closet. I’m not a fan of how they did the hiding mechanic. Like if the ghost saw you enter the closet, you would think it would just open it and grab you. But hey, only if you have a high sweat meter you have a risk of that happening. Probably my only complaint about this game.

[b] Graphics - [/b] I love the graphics for this game. It's a very unique 2.5D kinda style. It truly gives you this Indie horror vibe to it and looks pretty scary. The lighting from your light source is good. The image is sharp and easy to see the environment. Honestly the art style drew me in to buying this and was not disappointed at all.

[h1] Pros: [/h1]
[list]
	[*] Unique graphics
	[*] Great short story
	[*] Awesome environmental storytelling
	[*] Cheap but replayable horror game
	[*] Good mechanics
[/list]

[h1] Cons: [/h1]
[list]
	[*] Not super scary
	[*] Hiding mechanic is not the best
	[*] Wish it was a little longer
[/list]
[url=https://store.steampowered.com/app/1838340/Uninvited/] Buy Uninvited Here! [/url]",1654044073,1654044073,True,1,0,0.523809552192687988,0,True,False,False,76561198144696359,124,43,141,0,141,1654041879,1838340.0
155,116133256,english,"This is a very scary game.

Will I be able to finish it? Probably not. I'm too scared.

",1653735895,1653735895,True,2,3,0.52173912525177002,0,True,False,False,76561198082529663,260,21,46,0,43,1654034209,1838340.0
156,116057723,english,"[h1]Fast paced, action packed, and incredibly entertaining for an arcade shoot'em up. [/h1]

Only downside is the [b]difficulty is too easy...[/b]
Mainly because you are given an ""absorb"" ability from the start that protects you from any attack (besides physical) than fires back at the enemy.  You are also given a ton of upgrade potential essentially allowing you to shoot the entire screen while dealing a ton of damage. 

But... [b]for a casual player, you will love the exciting visuals, the simple yet engaging controls, and the music.[/b]",1653599578,1653599628,True,13,0,0.618401408195495605,1,False,False,False,76561198020125851,14987,823,63,0,33,1653685989,1975360.0
157,116004965,english,"Arcade mode desperately needs to be based on ridiculous, it's a painfully easy STG in any other mode, plz team ladybug.

Shop system is also quite poorly thought out.

The game's pretty but mechanically never really hits the gradius+mars matrix attempt its going for.",1653507753,1653507753,False,5,3,0.581681430339813232,0,True,False,False,76561198070133275,280,15,160,0,160,1653321926,1975360.0
158,116150058,english,"Yes! Yes! So much yes! I can't recommend this game enough! The controls and graphics are great! I'm much more old school where I prefer chip based music, but the modern soundtrack still matches the hype while you're playing it. I just wish it was more memorable like the Thunder Force series or something. Otherwise, the power-up system can slightly change the feel whether you want to play it like R-Type or Gradius. It's very good to experiment. There are save slots so you play through with different builds.
There's also quite a few references to classic shmup games in this. See if you recognize any of them :)",1653758796,1653758796,True,3,0,0.560293138027191162,0,True,False,False,76561198040598346,541,30,832,163,140,1656050271,1975360.0
159,117144298,english,great shmup with an unfortunate name,1655497067,1655497067,True,2,0,0.548872172832489014,0,True,False,False,76561198082322313,99,6,23,0,23,1654106328,1975360.0
160,115978796,english,"Not the hardest shmup on the market by any means, but a very solid one from the makers of Touhou Luna Nights. The bullet absorption mechanic is well done and the ability to pick and choose what weapons you want is a nice touch.

I wish that there was more depth to the systems and that there was more content, but a solid game nonetheless.",1653465746,1653465746,True,2,0,0.536516845226287842,0,True,False,False,76561198000711279,3178,86,132,0,132,1653451595,1975360.0
161,115975304,english,"beautiful sprites, amazing music, lots of options how to blow things up, a drain gimmick that makes playing like a daredevil fun",1653457790,1653457790,True,2,0,0.53650057315826416,0,True,False,False,76561197992683593,1923,109,26,0,8,1653542935,1975360.0
162,116019669,english,This game a lot of shoot dodge and frog. Real good I say but then one level kill me and I need to go back for it again later. If classic like Gradius is what for you then this one too! Oh but that one Gary Busey real scary.,1653534249,1653534249,True,1,0,0.533678770065307617,0,True,False,False,76561198040809952,163,6,129,0,113,1654025914,1975360.0
163,116589298,english,"This is the type of game that could feasibly be carried by stellar presentation [i]alone[/i] into a positive review. Luckily for DRAINUS (yes it's a very silly name), it's also a genuine blast to play, moment to moment. 

DRAINUS is just incredibly stylish and boasts a solid soundtrack to boot. The ship's primary absorb mechanic feels great to use, while each stage features plenty of novel scenarios to leverage it. Countless ship upgrades keep the rather brief campaign feeling fresh the whole way through. Even the story is above average and pleasantly engaging for a shmup, really. 

One of the only potential criticisms I can muster (which seems to be a pretty common sentiment) is that DRAINUS is a bit on the easy side for shmup veterans. Even still, it remains admirably accessible for novices, which is fantastic because I think anyone with even a passing interest in shmups should give this a shot.",1654543919,1654544798,True,1,0,0.528301894664764404,0,True,False,False,76561198038036264,374,3,179,0,179,1653944840,1975360.0
164,116751956,english,"I'm in a difficult position on whether to give this game a thumbs up or down.

Casual players will appreciate the wide variety of weapon options, the auto-saving, and the fact that you can pause and change your equips at any time. 

For more experienced shmup players, this is where I don't know if I can recommend it, as it's very long (45 minutes per loop, and a full playthrough is almost two hours) and the jump between Hard difficulty (which is fairly easy for someone like myself) and Ridiculous difficulty (where one death against a boss can turn into a cascade of failure) is very big.

Overall, I still say this is a game with great ideas, but some of them are executed in ways that I don't like, but which might not matter much or even appeal to a casual player.",1654835712,1654835712,True,1,0,0.527559041976928711,0,True,False,False,76561197994133121,143,7,327,1,326,1654862091,1975360.0
165,116539989,english,if you think this game is bad your opinion is going down the drainus,1654454442,1654454442,True,1,0,0.527340114116668701,0,True,False,False,76561198136627253,153,6,257,0,155,1654549342,1975360.0
166,116104558,english,"Babe wake up new Team Ladybug game just dropped

Aside from the game being really short (2 hrs to beat, 4 hrs to get all achievements), I have zero complaints. It's real good.",1653683053,1653683053,True,2,0,0.527272701263427734,0,True,False,False,76561198384775586,115,15,239,0,239,1653588763,1975360.0
